GCA_014378125.1,60,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla sp.,
GCA_006442935.1,2589960,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. B2-3-3,
GCA_009712035.1,2590018,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena sp. UHCC 0187,
GCA_007018645.1,2592814,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. vice154,
GCA_007018435.1,2592815,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. vice278,
GCA_007018945.1,2592816,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. vice352,
GCA_007018905.1,2592817,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. vice304,
GCA_014324315.1,2593659,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. HG1,
GCA_902167625.1,2593957,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga vietnamensis,
GCA_902167635.1,2593957,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga vietnamensis,
GCA_010811875.1,2594946,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium uaiense,
GCA_007558865.1,2597670,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter corticis,
GCA_008254045.1,2598579,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus,
GCA_013177715.1,2599607,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia madseniana,
GCA_009914315.1,2602070,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp. WH15,
GCA_009806555.1,2603816,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 2A,
GCA_008369935.1,2603818,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia panacisoli,
GCA_008039895.1,2603886,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL122,
GCA_008039465.1,2603887,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL120,
GCA_008039875.1,2603888,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL119,
GCA_008039455.1,2603889,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL116,
GCA_008039475.1,2603890,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL12,
GCA_008039885.1,2603891,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL103,
GCA_008039935.1,2603892,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL93,
GCA_008039945.1,2603894,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL64,
GCA_008039955.1,2603895,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL30,
GCA_008040015.1,2603897,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL18,
GCA_008040045.1,2603899,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL8,
GCA_008040085.1,2603900,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL7,
GCA_008040095.1,2603901,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WL6,
GCA_902497555.1,2606593,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis camponoti,
GCA_008727875.1,2607654,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Larkinella,Larkinella sp. MA1,
GCA_015714765.1,2650610,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc commune,Nostoc commune BAE
GCA_015714725.1,2650611,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. WHI,
GCA_009372195.1,2653204,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sphaeroides,Nostoc sphaeroides CCNUC1
GCA_009208735.1,2654255,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. FT68W,
GCA_014197905.1,2663838,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. CIR3A,
GCA_009674525.1,2666081,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella alba,
GCA_009857435.1,2666081,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella alba,
GCA_009674565.1,2666082,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella aquatilis,
GCA_013177735.1,2675747,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia elongata,
GCA_013177695.1,2675748,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia solitsugae,
GCA_013256625.1,2675878,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. BRD128,
GCA_902706585.1,2681434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella sp. 18102,
GCA_009763135.1,2683589,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas chungangi,
GCA_005844085.1,2683649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Lichenicoccus,Lichenicoccus roseus,
GCA_009863045.1,2690287,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SID4948,
GCA_009862895.1,2690300,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SID5474,
GCA_009823805.1,2691959,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides flavescens,
GCA_009857655.1,2692166,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas,Rugamonas sp. FT81W,
GCA_009857645.1,2692167,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas,Rugamonas sp. FT82W,
GCA_009857605.1,2692169,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella levis,
GCA_009857535.1,2692170,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella margarita,
GCA_009857545.1,2692170,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella margarita,
GCA_009857555.1,2692172,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. CY15W,
GCA_009857445.1,2692175,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella flavida,
GCA_019710595.1,2692455,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. 3033,
GCA_014695295.1,2692824,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. FACHB-61,
GCA_014695525.1,2692828,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. FACHB-84,
GCA_014695175.1,2692829,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. FACHB-DQ6,
GCA_014698055.1,2692835,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. FACHB-133,
GCA_014696655.1,2692842,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. FACHB-888,
GCA_014698795.1,2692843,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. FACHB-892,
GCA_014697335.1,2692879,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena cylindrica,Anabaena cylindrica FACHB-243
GCA_014698305.1,2692881,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena lutea,Anabaena lutea FACHB-196
GCA_014698065.1,2692904,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc flagelliforme,Nostoc flagelliforme FACHB-838
GCA_014696615.1,2692905,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc linckia,Nostoc linckia FACHB-104
GCA_014698525.1,2692906,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc linckia,Nostoc linckia FACHB-391
GCA_014698035.1,2692907,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Desmonostoc,Desmonostoc muscorum,Nostoc muscorum FACHB-395
GCA_014698505.1,2692915,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc foliaceum,Nostoc foliaceum FACHB-393
GCA_011090165.1,2703883,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella aceris,
GCA_012933545.1,2703884,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rouxiella,Rouxiella aceris,
GCA_014084105.1,2704468,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp. P02-A3a,
GCA_014084125.1,2705012,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp. PB12-B1b,
GCA_015356215.1,2705253,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora pinisilvae,
GCA_015356865.1,2705253,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora pinisilvae,
GCA_018274385.1,2705254,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora pinistramenti,
GCA_018274415.1,2705254,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora pinistramenti,
GCA_011039955.1,2705547,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sp. SBC2,
GCA_011493005.1,2705548,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sp. SBC1,
GCA_010692745.1,2708300,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. BTF04,
GCA_019359795.1,2710484,Bacteria,Cyanobacteria,,Nostocales,Hapalosiphonaceae,Aetokthonos,Aetokthonos hydrillicola,Aetokthonos hydrillicola CCALA 1050
GCA_011046535.1,2712223,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides anomalus,
GCA_011299595.1,2714939,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. HDW12B,
GCA_018447705.1,2717868,Bacteria,Cyanobacteria,,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum sp. BR01,
GCA_018449515.1,2719791,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sp. dw_19,
GCA_018449545.1,2719792,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp. dw_53,
GCA_018449525.1,2719793,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. dw_78,
GCA_018449635.1,2719795,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sp. dw_276,
GCA_018449605.1,2719796,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter sp. dw_328,
GCA_018449755.1,2720078,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. dw_954,
GCA_018449695.1,2720082,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. dw_411,
GCA_021272165.1,2720631,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,,,Methylacidiphilales bacterium,
GCA_021272405.1,2720631,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,,,Methylacidiphilales bacterium,
GCA_013410075.1,2723067,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. JAI131,
GCA_014200645.1,2723078,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. S3M3,
GCA_014200675.1,2723079,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. S3T4,
GCA_014200725.1,2723082,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. K2E3,
GCA_014200755.1,2723083,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. ANJX3,
GCA_014205795.1,2723084,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. MP7CTX1,
GCA_013408815.1,2723085,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. K2T2,
GCA_014207185.1,2723087,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. A1T4,
GCA_014200495.1,2723088,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. X5P1,
GCA_013408825.1,2723089,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. E4BP6,
GCA_014200575.1,2723091,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. SP1R1,
GCA_014201025.1,2723097,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. MM5384-R2,
GCA_018449595.1,2723316,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,Rhizobiales bacterium dw_265,
GCA_014236815.1,2724121,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. GW,
GCA_014236835.1,2724122,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. SS,
GCA_014236855.1,2724123,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. SI,
GCA_014230445.1,2724178,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cremoris,
GCA_017163935.1,2726189,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. GeG2,
GCA_013385735.1,2726980,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. D2002,
GCA_012849375.1,2728021,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. AF9R3,
GCA_012927345.1,2728848,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia polaris,
GCA_012933445.1,2729386,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. TBRC 11911,
GCA_012933465.1,2729387,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora sp. TBRC 11914,
GCA_012935655.1,2730851,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ADAK22,
GCA_014202335.1,2735882,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. AZCC_0083,
GCA_013155125.1,2736640,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia broussonetiae,
GCA_013695595.1,2740538,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,Ktedonobacteraceae bacterium,
GCA_013697605.1,2740538,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,Ktedonobacteraceae bacterium,
GCA_013450225.1,2741543,Bacteria,Acidobacteria,Acidobacteriia,Candidatus Acidoferrales,,Candidatus Acidoferrum,Candidatus Acidoferrum panamensis,
GCA_013366375.1,2742824,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,Schlegelella koreensis,
GCA_016756495.1,2744516,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 113-3-3,
GCA_016756515.1,2744517,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 113-3-9,
GCA_014268495.2,2745509,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas monsensis,
GCA_017982655.1,2748322,Bacteria,Cyanobacteria,,Nostocales,Scytonemataceae,Brasilonema,Brasilonema sp. CT11,
GCA_013373795.3,2748629,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium quebecense,
GCA_017493175.3,2748629,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium quebecense,
GCA_014698965.1,2748662,Bacteria,Cyanobacteria,,Nostocales,Scytonemataceae,Iningainema,Iningainema tapete,Iningainema tapete BLCC-T55
GCA_019455385.1,2749993,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BR 10289,
GCA_014212315.1,2761101,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides luti,
GCA_014235185.1,2761535,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. CGMCC 4.1532,
GCA_014302995.1,2762322,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC26660,
GCA_014303735.1,2762323,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC28562,
GCA_014303395.1,2762325,Bacteria,Actinobacteria,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella sp. PAMC28650,
GCA_013128195.2,2774151,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Frigoriglobus,Frigoriglobus tundricola,
GCA_014842265.1,2775310,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CFBP 13711,
GCA_015207145.1,2777971,Bacteria,Cyanobacteria,,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix sp. LEGE 11397,
GCA_015206945.1,2777975,Bacteria,Cyanobacteria,,Nostocales,,,Nostocales cyanobacterium LEGE 12452,
GCA_018389385.1,2778476,Bacteria,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Anthocerotibacter,Anthocerotibacter panamensis,Anthocerotibacter panamensis C109
GCA_016405905.1,2779370,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. IB41,
GCA_020829495.1,2780399,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc favosum,Nostoc favosum CHAB5714
GCA_020829685.1,2780400,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. CHAB 5715,
GCA_020829645.1,2780401,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc mirabile,Nostoc mirabile CHAB5784
GCA_020829665.1,2780402,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. CHAB 5824,
GCA_020829485.1,2780403,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. CHAB 5834,
GCA_020829465.1,2780406,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sphaeroides,Nostoc sphaeroides CHAB 2801
GCA_020829625.1,2780407,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. XA010,
GCA_020829585.1,2780408,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. XA013,
GCA_016649375.1,2782188,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. R-69608,
GCA_016464385.1,2785915,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Pseudosporangium,Pseudosporangium sp. NEAU-24,
GCA_019263715.1,2792008,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia abyssalis,
GCA_905220985.1,2793076,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia nemoris,
GCA_020194035.1,2793819,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BRP56,
GCA_016598535.1,2795031,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. P-2,
GCA_016651275.1,2796374,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TH08,
GCA_016651025.1,2796387,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TH21,
GCA_016650865.1,2796399,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TH34,
GCA_016650635.1,2796407,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TH43,
GCA_016650625.1,2796413,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TH49,
GCA_016613205.1,2797527,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MF6747,
GCA_018971775.1,2800110,Bacteria,Cyanobacteria,,,,,Cyanobacteria bacterium REEB67,
GCA_016785085.1,2802976,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes lichenicola,
GCA_017833525.1,2806572,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. 1411,
GCA_017833295.1,2806597,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. PvR107,
GCA_018129415.1,2807651,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0042,
GCA_018130145.1,2807664,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0176,
GCA_018130125.1,2807665,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0177,
GCA_018130165.1,2807666,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. JYMT SZCCT0180,
GCA_018130185.1,2807667,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0182,
GCA_018130205.1,2807668,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0222,
GCA_018130345.1,2807669,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0240,
GCA_018130325.1,2807670,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0274,
